#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
"husk.site",suspend,false,false,"FediFenced",false,
"shortstackran.ch",suspend,false,false,"FediFenced",false,
"rdrama.cc",suspend,false,false,"FediFenced",false,
"outpoa.st",suspend,false,false,"FediFenced",false,
"refusal.biz",suspend,false,false,"FediFenced",false,
"rojogato.com",suspend,false,false,"FediFenced",false,
"nobodyhasthe.biz",suspend,false,false,"FediFenced",false,
"mooo.com",suspend,false,false,"FediFenced",false,
"wolfgirl.bar",suspend,false,false,"FediFenced",false,
"pawlicker.com",suspend,false,false,"FediFenced",false,
"goyslop.cafe",suspend,false,false,"FediFenced",false,
"hidamari.apartments",suspend,false,false,"FediFenced",false,
"sneed.social",suspend,false,false,"FediFenced",false,
"eveningzoo.club",suspend,false,false,"FediFenced",false,
"chudbuds.lol",suspend,false,false,"FediFenced",false,
"poster.place",suspend,false,false,"FediFenced",false,
"djsumdog.com",suspend,false,false,"FediFenced",false,
"moe.cachapa.xyz",suspend,false,false,"FediFenced",false,
"kabuki.club",suspend,false,false,"FediFenced",false,
"comfysnug.space",suspend,false,false,"FediFenced",false,
"xn--p1abe3d.xn--80asehdb",suspend,false,false,"FediFenced",false,
"shitpost.cloud",suspend,false,false,"FediFenced",false,
"masochi.st",suspend,false,false,"FediFenced",false,
"076.ne.jp",suspend,false,false,"FediFenced",false,
"glownow.club",suspend,false,false,"FediFenced",false,
"bozgor.org",suspend,false,false,"FediFenced",false,
"asimon.org",suspend,false,false,"FediFenced",false,
"fbxl.net",suspend,false,false,"FediFenced",false,
"sneed.vip",suspend,false,false,"FediFenced",false,
"shitposter.club",suspend,false,false,"FediFenced",false,
"iddqd.social",suspend,false,false,"FediFenced",false,
"mrhands.horse",suspend,false,false,"FediFenced",false,
"leftychan.net",suspend,false,false,"FediFenced",false,
"leadslinger.org",suspend,false,false,"FediFenced",false,
"frens.mahodou.moe",suspend,false,false,"FediFenced",false,
"fr13nd5.com",suspend,false,false,"FediFenced",false,
"fans.sonichu.com",suspend,false,false,"FediFenced",false,
"handholding.io",suspend,false,false,"FediFenced",false,
"normie.cafe",suspend,false,false,"FediFenced",false,
"wreck.rocks",suspend,false,false,"FediFenced",false,
"crucible.world",suspend,false,false,"FediFenced",false,
"skyshanty.xyz",suspend,false,false,"FediFenced",false,
"waifuism.life",suspend,false,false,"FediFenced",false,
"freecumextremist.com",suspend,false,false,"FediFenced",false,
"plma.plus.st",suspend,false,false,"FediFenced",false,
"amala.schwartzwelt.xyz",suspend,false,false,"FediFenced",false,
"strelizia.net",suspend,false,false,"FediFenced",false,
"cum.camp",suspend,false,false,"FediFenced",false,
"rebased.io",suspend,false,false,"FediFenced",false,
"nightshift.social",suspend,false,false,"FediFenced",false,
"zztails.gay",suspend,false,false,"FediFenced",false,
"eatthebugs.social",suspend,false,false,"FediFenced",false,
"eeeeeeeee.eu",suspend,false,false,"FediFenced",false,
"lovingexpressions.net",suspend,false,false,"FediFenced",false,
"crlf.ninja",suspend,false,false,"FediFenced",false,
"sleepy.cafe",suspend,false,false,"FediFenced",false,
"geofront.rocks",suspend,false,false,"FediFenced",false,
"mugicha.club",suspend,false,false,"FediFenced",false,
"cyberstorm.one",suspend,false,false,"FediFenced",false,
"muh.wang",suspend,false,false,"FediFenced",false,
"jir.moe",suspend,false,false,"FediFenced",false,
"narrativerry.xyz",suspend,false,false,"FediFenced",false,
"khajiit.tech",suspend,false,false,"FediFenced",false,
"thejar.club",suspend,false,false,"FediFenced",false,
"gamers.exposed",suspend,false,false,"FediFenced",false,
"fluf.club",suspend,false,false,"FediFenced",false,
"brotka.st",suspend,false,false,"FediFenced",false,
"ligma.pro",suspend,false,false,"FediFenced",false,
"leafposter.club",suspend,false,false,"FediFenced",false,
"polaris-1.work",suspend,false,false,"FediFenced",false,
"stereophonic.space",suspend,false,false,"FediFenced",false,
"wideboys.org",suspend,false,false,"FediFenced",false,
"soapbox.midwaytrades.com",suspend,false,false,"FediFenced",false,
"freesoftwareextremist.com",suspend,false,false,"FediFenced",false,
"tuusin.misono-ya.info",suspend,false,false,"FediFenced",false,
"salastil.com",suspend,false,false,"FediFenced",false,
"hermit.cafe",suspend,false,false,"FediFenced",false,
"gorf.pub",suspend,false,false,"FediFenced",false,
"nikotile.xyz",suspend,false,false,"FediFenced",false,
"beepboop.ga",suspend,false,false,"FediFenced",false,
"kurosawa.moe",suspend,false,false,"FediFenced",false,
"whinge.town",suspend,false,false,"FediFenced",false,
"gleasonator.com",suspend,false,false,"FediFenced",false,
"elementality.org",suspend,false,false,"FediFenced",false,
"riddly.rakka.tk",suspend,false,false,"FediFenced",false,
"we.1being.org",suspend,false,false,"FediFenced",false,
"hendrixgames.com",suspend,false,false,"FediFenced",false,
"bruh.homd.xyz",suspend,false,false,"FediFenced",false,
"starnix.network",suspend,false,false,"FediFenced",false,
"nanovim.tk",suspend,false,false,"FediFenced",false,
"troll.cafe",suspend,false,false,"FediFenced",false,
"smittenkittens.xyz",suspend,false,false,"FediFenced",false,
"gorf.space",suspend,false,false,"FediFenced",false,
"mastodong.lol",suspend,false,false,"FediFenced",false,
"anemoneya.me",suspend,false,false,"FediFenced",false,
"gearlandia.haus",suspend,false,false,"FediFenced",false,
"seal.cafe",suspend,false,false,"FediFenced",false,
"gnu.moe",suspend,false,false,"FediFenced",false,
"anime.website",suspend,false,false,"FediFenced",false,
"angrytoday.com",suspend,false,false,"FediFenced",false,
"detroitriotcity.com",suspend,false,false,"FediFenced",false,
"singing.dog",suspend,false,false,"FediFenced",false,
"shrine.moe",suspend,false,false,"FediFenced",false,
"freethinkers.lgbt",suspend,false,false,"FediFenced",false,
"varishangout.net",suspend,false,false,"FediFenced",false,
"banepo.st",suspend,false,false,"FediFenced",false,
"guizzyordi.info",suspend,false,false,"FediFenced",false,
"ghetti.monster",suspend,false,false,"FediFenced",false,
"office.dtzbts.xyz",suspend,false,false,"FediFenced",false,
"hornyjail.pro",suspend,false,false,"FediFenced",false,
"liberal.city",suspend,false,false,"FediFenced",false,
"shigusegubu.club",suspend,false,false,"FediFenced",false,
"shpposter.club",suspend,false,false,"FediFenced",false,
"iamterminally.online",suspend,false,false,"FediFenced",false,
"mirr0r.city",suspend,false,false,"FediFenced",false,
"cafkafk.com",suspend,false,false,"FediFenced",false,
"fimidi.com",suspend,false,false,"FediFenced",false,
"13bells.com",suspend,false,false,"FediFenced",false,
"sakamoto.gq",suspend,false,false,"FediFenced",false,
"fuwa.pink",suspend,false,false,"FediFenced",false,
"collapsitarian.io",suspend,false,false,"FediFenced",false,
"milker.cafe",suspend,false,false,"FediFenced",false,
"mr64.net",suspend,false,false,"FediFenced",false,
"merovingian.club",suspend,false,false,"FediFenced",false,
"brapbarn.farm",suspend,false,false,"FediFenced",false,
"clubcyberia.co",suspend,false,false,"FediFenced",false,
"mastodon.tech",suspend,false,false,"FediFenced",false,
"kompost.cz",suspend,false,false,"FediFenced",false,
"danksquad.org",suspend,false,false,"FediFenced",false,
"anon-kenkai.com",suspend,false,false,"FediFenced",false,
"valkyrie.world",suspend,false,false,"FediFenced",false,
"rageparty.club",suspend,false,false,"FediFenced",false,
"suya.place",suspend,false,false,"FediFenced",false,
"fediverse-lite.com",suspend,false,false,"FediFenced",false,
"akm.longyap.name.my",suspend,false,false,"FediFenced",false,
"teci.world",suspend,false,false,"FediFenced",false,
"glitch.gray.cafe",suspend,false,false,"FediFenced",false,
"asphodel.rip",suspend,false,false,"FediFenced",false,
"dmgd.monster",suspend,false,false,"FediFenced",false,
"hitchhiker.social",suspend,false,false,"FediFenced",false,
"zombiecats.run",suspend,false,false,"FediFenced",false,
"ikbenpiraat.nl",suspend,false,false,"FediFenced",false,
"xhais.love",suspend,false,false,"FediFenced",false,
"ungoverned.social",suspend,false,false,"FediFenced",false,
"socialgoblins.club",suspend,false,false,"FediFenced",false,
"refuse2.work",suspend,false,false,"FediFenced",false,
"shitpost.racing",suspend,false,false,"FediFenced",false,
"freak.university",suspend,false,false,"FediFenced",false,
"lain.sh",suspend,false,false,"FediFenced",false,
"blazingopen.space",suspend,false,false,"FediFenced",false,
"honkwerx.tech",suspend,false,false,"FediFenced",false,
"lainchan.gay",suspend,false,false,"FediFenced",false,
"kitsunemimi.club",suspend,false,false,"FediFenced",false,
"paws.moe",suspend,false,false,"FediFenced",false,
"seahorse.sh",suspend,false,false,"FediFenced",false,
"calobar.club",suspend,false,false,"FediFenced",false,
"lain.com",suspend,false,false,"FediFenced",false,
"post.ebin.club",suspend,false,false,"FediFenced",false,
"youjo.love",suspend,false,false,"FediFenced",false,
"wolfie.pw",suspend,false,false,"FediFenced",false,
"shadowkat.net",suspend,false,false,"FediFenced",false,
"ps.m0n5t3r.info",suspend,false,false,"FediFenced",false,
"awoo.fyi",suspend,false,false,"FediFenced",false,
"snabelen.no",suspend,false,false,"FediFenced",false,
"bookwor.ms",suspend,false,false,"FediFenced",false,
"eaku.net",suspend,false,false,"FediFenced",false,
"sad.cab",suspend,false,false,"FediFenced",false,
"cryptotooter.com",suspend,false,false,"FediFenced",false,
"voidworks.cc",suspend,false,false,"FediFenced",false,
"skyjake.fi",suspend,false,false,"FediFenced",false,
"libertynode.net",suspend,false,false,"FediFenced",false,
"digitalmarketer.social",suspend,false,false,"FediFenced",false,
"xmrposter.club",suspend,false,false,"FediFenced",false,
"sully.site",suspend,false,false,"FediFenced",false,
"socialpa.ws",suspend,false,false,"FediFenced",false,
"sick.social",suspend,false,false,"FediFenced",false,
"dolphin-emu.org",suspend,false,false,"FediFenced",false,
"xenofem.me",suspend,false,false,"FediFenced",false,
"maneisacutie.club",suspend,false,false,"FediFenced",false,
"karjalazet.se",suspend,false,false,"FediFenced",false,
"pirateradio.social",suspend,false,false,"FediFenced",false,
"101010.pl",suspend,false,false,"FediFenced",false,
"tkw.fm",suspend,false,false,"FediFenced",false,
"lizards.live",suspend,false,false,"FediFenced",false,
"liberdon.com",suspend,false,false,"FediFenced",false,
"campduffel.social",suspend,false,false,"FediFenced",false,
"pieville.net",suspend,false,false,"FediFenced",false,
"nationaljustice.social",suspend,false,false,"FediFenced",false,
"blacksun.social",suspend,false,false,"FediFenced",false,
"natehiggers.online",suspend,false,false,"FediFenced",false,
"podcastindex.social",suspend,false,false,"FediFenced",false,
"novo-atlantis.null.media",suspend,false,false,"FediFenced",false,
"duwa.ng",suspend,false,false,"FediFenced",false,
"weeaboo.space",suspend,false,false,"FediFenced",false,
"clq.im",suspend,false,false,"FediFenced",false,
"udongein.xyz",suspend,false,false,"FediFenced",false,
"skinnyver.se",suspend,false,false,"FediFenced",false,
"wolfschouten.nl",suspend,false,false,"FediFenced",false,
"arachnid.town",suspend,false,false,"FediFenced",false,
"spook.social",suspend,false,false,"FediFenced",false,
"gigaohm.bio",suspend,false,false,"FediFenced",false,
"macsnet.cz",suspend,false,false,"FediFenced",false,
"8777.ch",suspend,false,false,"FediFenced",false,
"lain.gay",suspend,false,false,"FediFenced",false,
"pub.killrobot.com",suspend,false,false,"FediFenced",false,
"el-spot.xyz",suspend,false,false,"FediFenced",false,
"absturztau.be",suspend,false,false,"FediFenced",false,
"chilira.com",suspend,false,false,"FediFenced",false,
"redstateliberal.social",suspend,false,false,"FediFenced",false,
"real.dogsex.org",suspend,false,false,"FediFenced",false,
"jeena.net",suspend,false,false,"FediFenced",false,
"tonesplace.com",suspend,false,false,"FediFenced",false,
"thepostearthdestination.com",suspend,false,false,"FediFenced",false,
"shunderdo.me",suspend,false,false,"FediFenced",false,
"sperg.city",suspend,false,false,"FediFenced",false,
"dotsod.com",suspend,false,false,"FediFenced",false,
"veenus.art",suspend,false,false,"FediFenced",false,
"enes.lv",suspend,false,false,"FediFenced",false,
"lyrenhex.com",suspend,false,false,"FediFenced",false,
"commiespace.duckdns.org",suspend,false,false,"FediFenced",false,
"mastodon.ml",suspend,false,false,"FediFenced",false,
"soykaf.com",suspend,false,false,"FediFenced",false,
"glitchbird.com",suspend,false,false,"FediFenced",false,
"fandom.community",suspend,false,false,"FediFenced",false,
