domain,block_type,reject_media,reject_reports,private_comment,public_comment,obfuscate
"veenus.art",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"voidworks.cc",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"waifuism.life",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"we.1being.org",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"weeaboo.space",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"whinge.town",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"wideboys.org",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"wolfgirl.bar",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"wolfie.pw",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"wolfschouten.nl",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"wreck.rocks",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"xenofem.me",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"xhais.love",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"xmrposter.club",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"xn--p1abe3d.xn--80asehdb",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"xyenon.bid",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"yggdrasil.social",suspend,FALSE,FALSE,"Tier0_2022-12-01","FediFence.Social",FALSE
"youjo.love",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"zombiecats.run",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
"zztails.gay",suspend,FALSE,FALSE,"Tier1_2022-12-01","FediFence.Social",FALSE
